Date,visits_by_day,street_address,city,region,postal_code,iso_country_code,brands
2019-02-15,659,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-16,1319,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-17,659,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-18,733,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-19,1099,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-20,1099,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-21,1466,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-22,1099,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-23,366,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-24,366,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-25,572,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-26,572,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-27,762,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-02-28,1144,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-01,762,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-02,381,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-03,381,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-04,656,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-05,492,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-06,1148,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-07,328,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-08,492,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-09,1312,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-10,164,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-11,508,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-12,169,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-13,847,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-14,1016,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-15,677,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-16,847,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-17,338,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-18,850,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-19,1190,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-20,510,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-21,850,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-22,340,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-23,340,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-24,850,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-25,366,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-26,915,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-27,549,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-28,1281,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-29,549,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-30,549,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-03-31,915,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-01,152,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-02,304,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-03,914,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-04,1218,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-05,761,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-06,761,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-07,457,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-08,330,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-09,495,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-10,495,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-11,1320,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-12,1485,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-13,330,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-14,825,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-15,175,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-16,1405,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-17,1053,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-18,526,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-19,175,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-20,526,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-21,175,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-22,1016,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-23,1219,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-24,1219,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-25,2236,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-26,1219,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-27,1016,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-28,1423,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-29,1804,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-04-30,601,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-01,1604,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-02,1002,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-03,1804,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-04,1403,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-05,1002,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-06,1015,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-07,1015,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-08,1353,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-09,338,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-10,1184,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-11,338,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-12,845,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-13,0,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-14,833,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-15,1333,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-16,666,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-17,1167,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-18,500,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-19,666,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-20,207,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-21,414,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-22,414,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-23,829,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-24,1244,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-25,829,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-26,1036,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-27,583,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-28,1943,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-29,583,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-30,777,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-05-31,971,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-01,1360,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-02,583,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-03,464,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-04,464,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-05,1083,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-06,619,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-07,773,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-08,1238,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-09,619,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-10,671,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-11,503,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-12,839,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-13,1007,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-14,671,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-15,839,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-16,0,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-17,628,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-18,1675,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-19,837,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-20,2512,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-21,1256,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-22,0,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-23,1256,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-24,0,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-25,920,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-26,690,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-27,1150,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-28,1380,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-29,230,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-06-30,230,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-01,291,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-02,875,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-03,1021,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-04,1021,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-05,1313,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-06,291,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-07,291,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-08,995,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-09,497,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-10,1161,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-11,497,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-12,995,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-13,829,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-14,1161,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-15,1182,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-16,1351,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-17,1520,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-18,1182,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-19,1013,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-20,506,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-21,506,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-22,968,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-23,968,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-24,775,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-25,1356,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-26,1744,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-27,1162,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-28,1162,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-29,1006,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-30,1610,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-07-31,201,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-01,1409,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-02,1409,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-03,1207,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-04,805,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-05,489,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-06,815,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-07,652,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-08,1141,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-09,815,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-10,978,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-11,163,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-12,507,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-13,1014,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-14,1352,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-15,1522,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-16,1522,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-17,507,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-18,1014,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-19,559,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-20,746,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-21,933,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-22,1306,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-23,1119,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-24,0,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-25,373,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-26,1278,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-27,913,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-28,730,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-29,1278,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-30,730,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-08-31,1096,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-01,730,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-02,139,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-03,1396,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-04,977,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-05,837,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-06,1116,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-07,698,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-08,418,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-09,421,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-10,421,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-11,983,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-12,702,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-13,702,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-14,702,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-15,702,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-16,840,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-17,504,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-18,504,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-19,504,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-20,504,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-21,336,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-22,840,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-23,205,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-24,411,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-25,205,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-26,205,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-27,617,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-28,617,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-29,0,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-09-30,370,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-01,555,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-02,740,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-03,1852,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-04,185,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-05,555,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-06,926,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-07,928,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-08,1114,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-09,371,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-10,557,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-11,928,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-12,557,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-13,557,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-14,208,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-15,208,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-16,1251,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-17,417,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-18,625,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-19,834,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-20,625,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-21,0,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-22,219,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-23,878,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-24,439,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-25,1757,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-26,1098,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-27,219,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-28,1343,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-29,1343,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-30,1343,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-10-31,1567,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-01,447,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-02,895,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-03,1119,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-04,765,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-05,765,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-06,382,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-07,765,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-08,574,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-09,765,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-10,957,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-11,1724,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-12,191,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-13,1149,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-14,383,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-15,1915,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-16,766,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-17,383,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-18,1377,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-19,590,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-20,1770,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-21,393,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-22,1180,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-23,590,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-24,787,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-25,1454,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-26,415,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-27,0,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-28,207,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-29,1662,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-11-30,207,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-12-01,623,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-12-02,864,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-12-03,518,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-12-04,0,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-12-05,345,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
2019-12-06,518,5400 Rue Jean Talon O,Montreal,QC,H4P 2T5,CA,Walmart
